index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,geometry,VL
480,33,190821611,Fulica atra,2019-12-01,12,Coppet,46.3179,6.1875,3.0,data/images/fulica_atra/original/190821611.jpg,395,503636,130381,data/images/fulica_atra/cropped/190821611.jpg,POINT (503636 130381),152.0
481,34,190619331,Fulica atra,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/fulica_atra/original/190619331.jpg,372,501507,118330,data/images/fulica_atra/cropped/190619331.jpg,POINT (501507 118330),1011.97
482,36,190619311,Fulica atra,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/fulica_atra/original/190619311.jpg,372,501507,118330,data/images/fulica_atra/cropped/190619311.jpg,POINT (501507 118330),516.95
483,37,189959981,Fulica atra,2019-06-02,6,Lütschinendelta,46.691,7.8985,5.0,data/images/fulica_atra/original/189959981.jpg,564,635177,171190,data/images/fulica_atra/cropped/189959981.jpg,POINT (635177 171190),1192.15
484,38,189959961,Fulica atra,2019-06-02,6,Lütschinendelta,46.691,7.8985,5.0,data/images/fulica_atra/original/189959961.jpg,564,635177,171190,data/images/fulica_atra/cropped/189959961.jpg,POINT (635177 171190),1553.65
485,39,188086391,Fulica atra,2019-11-15,11,Teppes de Verbois,46.1804,6.0148,3.0,data/images/fulica_atra/original/188086391.jpg,369,490059,115325,data/images/fulica_atra/cropped/188086391.jpg,POINT (490059 115325),5180.89
486,40,187815321,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815321.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815321.jpg,POINT (688673 209399),2725.27
487,41,187815311,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815311.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815311.jpg,POINT (688673 209399),3233.78
488,42,187815301,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815301.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815301.jpg,POINT (688673 209399),2910.06
489,43,187815291,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815291.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815291.jpg,POINT (688673 209399),2023.04
490,44,187815281,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815281.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815281.jpg,POINT (688673 209399),3564.04
491,45,187815271,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815271.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815271.jpg,POINT (688673 209399),2724.25
492,46,187815261,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815261.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815261.jpg,POINT (688673 209399),2782.68
493,47,187815251,Fulica atra,2011-07-14,7,Lake Lauerz,47.0297,8.6052,0.0,data/images/fulica_atra/original/187815251.jpg,447,688673,209399,data/images/fulica_atra/cropped/187815251.jpg,POINT (688673 209399),2287.95
494,48,187211941,Fulica atra,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/fulica_atra/original/187211941.jpg,407,683712,246341,data/images/fulica_atra/cropped/187211941.jpg,POINT (683712 246341),181.24
495,49,187211921,Fulica atra,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/fulica_atra/original/187211921.jpg,407,683712,246341,data/images/fulica_atra/cropped/187211921.jpg,POINT (683712 246341),168.48
496,50,186459811,Fulica atra,2015-03-27,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/186459811.jpg,193,709562,113248,data/images/fulica_atra/cropped/186459811.jpg,POINT (709562 113248),483.35
497,51,186384091,Fulica atra,2017-05-05,5,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/fulica_atra/original/186384091.jpg,193,709562,113248,data/images/fulica_atra/cropped/186384091.jpg,POINT (709562 113248),772.12
498,52,184926561,Fulica atra,2019-10-04,10,lucern,47.0547,8.3311,0.0,data/images/fulica_atra/original/184926561.jpg,440,667808,211904,data/images/fulica_atra/cropped/184926561.jpg,POINT (667808 211904),980.63
499,53,182886281,Fulica atra,2010-09-04,9,La Brevine,46.9659,6.5766,3.0,data/images/fulica_atra/original/182886281.jpg,1060,534396,202009,data/images/fulica_atra/cropped/182886281.jpg,POINT (534396 202009),326.45
500,54,182750671,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,4.666666666666667,data/images/fulica_atra/original/182750671.jpg,406,702165,229885,data/images/fulica_atra/cropped/182750671.jpg,POINT (702165 229885),474.11
501,55,182749281,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,5.0,data/images/fulica_atra/original/182749281.jpg,406,702165,229885,data/images/fulica_atra/cropped/182749281.jpg,POINT (702165 229885),873.84
502,56,182749131,Fulica atra,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,0.0,data/images/fulica_atra/original/182749131.jpg,406,702165,229885,data/images/fulica_atra/cropped/182749131.jpg,POINT (702165 229885),777.73
503,57,182456201,Fulica atra,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,4.0,data/images/fulica_atra/original/182456201.jpg,265,613190,265067,data/images/fulica_atra/cropped/182456201.jpg,POINT (613190 265067),369.78
504,58,182456181,Fulica atra,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,4.0,data/images/fulica_atra/original/182456181.jpg,265,613190,265067,data/images/fulica_atra/cropped/182456181.jpg,POINT (613190 265067),534.35
505,60,181523291,Fulica atra,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/fulica_atra/original/181523291.jpg,318,659782,270592,data/images/fulica_atra/cropped/181523291.jpg,POINT (659782 270592),486.28
506,61,181523281,Fulica atra,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/fulica_atra/original/181523281.jpg,318,659782,270592,data/images/fulica_atra/cropped/181523281.jpg,POINT (659782 270592),943.82
507,62,181493341,Fulica atra,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,4.0,data/images/fulica_atra/original/181493341.jpg,406,682918,246352,data/images/fulica_atra/cropped/181493341.jpg,POINT (682918 246352),638.39
508,64,181189391,Fulica atra,2019-10-09,10,Pointe à la Bise,46.2445,6.1925,3.0,data/images/fulica_atra/original/181189391.jpg,372,503892,122216,data/images/fulica_atra/cropped/181189391.jpg,POINT (503892 122216),150.54
509,65,177186691,Fulica atra,2010-04-11,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,4.0,data/images/fulica_atra/original/177186691.jpg,261,620719,265311,data/images/fulica_atra/cropped/177186691.jpg,POINT (620719 265311),502.09
510,66,177185011,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177185011.jpg,261,620719,265311,data/images/fulica_atra/cropped/177185011.jpg,POINT (620719 265311),498.03
511,67,177185001,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/fulica_atra/original/177185001.jpg,261,620719,265311,data/images/fulica_atra/cropped/177185001.jpg,POINT (620719 265311),371.1
512,68,177184991,Fulica atra,2009-06-13,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177184991.jpg,261,620719,265311,data/images/fulica_atra/cropped/177184991.jpg,POINT (620719 265311),1228.9
513,69,177182251,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/fulica_atra/original/177182251.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182251.jpg,POINT (620719 265311),613.61
514,70,177182241,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177182241.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182241.jpg,POINT (620719 265311),526.91
515,71,177182221,Fulica atra,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177182221.jpg,261,620719,265311,data/images/fulica_atra/cropped/177182221.jpg,POINT (620719 265311),769.45
516,72,177180681,Fulica atra,2009-05-21,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/fulica_atra/original/177180681.jpg,261,620719,265311,data/images/fulica_atra/cropped/177180681.jpg,POINT (620719 265311),948.07
517,73,177180661,Fulica atra,2009-05-21,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/fulica_atra/original/177180661.jpg,261,620719,265311,data/images/fulica_atra/cropped/177180661.jpg,POINT (620719 265311),1530.16
518,74,177179201,Fulica atra,2009-04-19,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/fulica_atra/original/177179201.jpg,261,620719,265311,data/images/fulica_atra/cropped/177179201.jpg,POINT (620719 265311),1685.92
519,75,177040531,Fulica atra,2019-02-16,2,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/fulica_atra/original/177040531.jpg,318,659782,270592,data/images/fulica_atra/cropped/177040531.jpg,POINT (659782 270592),633.14
520,76,177010421,Fulica atra,2019-08-08,8,Île de Préverenges,46.5074,6.5355,3.0,data/images/fulica_atra/original/177010421.jpg,372,530681,151077,data/images/fulica_atra/cropped/177010421.jpg,POINT (530681 151077),399.97
521,77,176947021,Fulica atra,2019-09-06,9,Ville de Montreux,46.4312,6.9109,0.0,data/images/fulica_atra/original/176947021.jpg,379,559436,142343,data/images/fulica_atra/cropped/176947021.jpg,POINT (559436 142343),408.17
522,78,176913611,Fulica atra,2019-09-10,9,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/fulica_atra/original/176913611.jpg,372,559878,138283,data/images/fulica_atra/cropped/176913611.jpg,POINT (559878 138283),687.09
523,79,176744801,Fulica atra,2019-07-18,7,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,0.0,data/images/fulica_atra/original/176744801.jpg,432,570573,202687,data/images/fulica_atra/cropped/176744801.jpg,POINT (570573 202687),2671.19
524,80,176744791,Fulica atra,2019-07-18,7,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,3.0,data/images/fulica_atra/original/176744791.jpg,432,570573,202687,data/images/fulica_atra/cropped/176744791.jpg,POINT (570573 202687),1311.21
525,81,174635411,Fulica atra,2019-07-20,7,Lütschinendelta,46.691,7.8985,3.0,data/images/fulica_atra/original/174635411.jpg,564,635177,171190,data/images/fulica_atra/cropped/174635411.jpg,POINT (635177 171190),1280.11
526,82,174490541,Fulica atra,2017-07-29,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/174490541.jpg,434,665988,211495,data/images/fulica_atra/cropped/174490541.jpg,POINT (665988 211495),854.35
527,84,173455681,Fulica atra,2019-08-13,8,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/173455681.jpg,396,754797,260774,data/images/fulica_atra/cropped/173455681.jpg,POINT (754797 260774),260.5
528,86,173271901,Fulica atra,2019-08-18,8,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/173271901.jpg,408,683281,247925,data/images/fulica_atra/cropped/173271901.jpg,POINT (683281 247925),1032.13
529,89,173161831,Fulica atra,2019-08-17,8,Le Creux de Terre,46.7208,6.5654,0.0,data/images/fulica_atra/original/173161831.jpg,438,533240,174772,data/images/fulica_atra/cropped/173161831.jpg,POINT (533240 174772),486.05
530,90,173059761,Fulica atra,2018-02-24,2,"Münsterbrücke, Zürich, Zürich, CH (47.37, 8.542)",47.3698,8.5422,4.0,data/images/fulica_atra/original/173059761.jpg,408,683353,247137,data/images/fulica_atra/cropped/173059761.jpg,POINT (683353 247137),1393.98
531,91,173059551,Fulica atra,2018-02-24,2,"Münsterbrücke, Zürich, Zürich, CH (47.37, 8.542)",47.3698,8.5422,4.0,data/images/fulica_atra/original/173059551.jpg,408,683353,247137,data/images/fulica_atra/cropped/173059551.jpg,POINT (683353 247137),1722.37
532,92,172988371,Fulica atra,2019-08-15,8,"Montreux-ville, Montreux CH-Vaud (46.4296,6.9141)",46.4296,6.9141,4.0,data/images/fulica_atra/original/172988371.jpg,381,559681,142164,data/images/fulica_atra/cropped/172988371.jpg,POINT (559681 142164),489.19
533,93,171595991,Fulica atra,2012-05-05,5,Bolle di Magadino--Sud--Diga della Pèpa,46.1514,8.8656,0.0,data/images/fulica_atra/original/171595991.jpg,193,710240,112104,data/images/fulica_atra/cropped/171595991.jpg,POINT (710240 112104),1921.81
534,94,171328651,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328651.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328651.jpg,POINT (683281 247925),1889.44
535,95,171328641,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328641.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328641.jpg,POINT (683281 247925),2190.07
536,96,171328621,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328621.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328621.jpg,POINT (683281 247925),501.52
537,97,171328611,Fulica atra,2013-05-15,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/171328611.jpg,408,683281,247925,data/images/fulica_atra/cropped/171328611.jpg,POINT (683281 247925),874.67
538,98,170976131,Fulica atra,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/fulica_atra/original/170976131.jpg,318,659782,270592,data/images/fulica_atra/cropped/170976131.jpg,POINT (659782 270592),402.49
539,99,170499661,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499661.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499661.jpg,POINT (499993 117810),1019.44
540,100,170499651,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499651.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499651.jpg,POINT (499993 117810),1210.92
541,101,170499591,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499591.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499591.jpg,POINT (499993 117810),1433.88
542,102,170499581,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499581.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499581.jpg,POINT (499993 117810),913.44
543,103,170499571,Fulica atra,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/fulica_atra/original/170499571.jpg,372,499993,117810,data/images/fulica_atra/cropped/170499571.jpg,POINT (499993 117810),2577.27
544,104,170492541,Fulica atra,2019-06-30,6,Port de St-Blaise,47.0104,6.9844,0.0,data/images/fulica_atra/original/170492541.jpg,429,565460,206695,data/images/fulica_atra/cropped/170492541.jpg,POINT (565460 206695),302.15
545,105,169989221,Fulica atra,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.0,data/images/fulica_atra/original/169989221.jpg,435,666157,211374,data/images/fulica_atra/cropped/169989221.jpg,POINT (666157 211374),294.71
546,106,169903391,Fulica atra,2011-09-18,9,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/169903391.jpg,434,665988,211495,data/images/fulica_atra/cropped/169903391.jpg,POINT (665988 211495),329.03
547,108,169588691,Fulica atra,2019-07-14,7,"Parco della Pace, Locarno, Ticino, CH",46.1593,8.8036,0.0,data/images/fulica_atra/original/169588691.jpg,193,705435,112897,data/images/fulica_atra/cropped/169588691.jpg,POINT (705435 112897),629.46
548,110,168565711,Fulica atra,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,4.0,data/images/fulica_atra/original/168565711.jpg,407,683086,246766,data/images/fulica_atra/cropped/168565711.jpg,POINT (683086 246766),782.66
549,111,168541081,Fulica atra,2014-04-29,4,NSG Häftli,47.1457,7.3363,0.0,data/images/fulica_atra/original/168541081.jpg,427,592238,221641,data/images/fulica_atra/cropped/168541081.jpg,POINT (592238 221641),2162.71
550,112,168479441,Fulica atra,2019-07-16,7,"CH-Genève-Promenade du Lac 2 (46,2046,6,1521)",46.2046,6.1521,0.0,data/images/fulica_atra/original/168479441.jpg,372,500703,117832,data/images/fulica_atra/cropped/168479441.jpg,POINT (500703 117832),748.36
551,113,168199221,Fulica atra,2019-07-13,7,"Lac Léman, Veytaux CH-Vaud (46,4122,6,9285)",46.4122,6.9285,0.0,data/images/fulica_atra/original/168199221.jpg,372,560775,140222,data/images/fulica_atra/cropped/168199221.jpg,POINT (560775 140222),668.21
552,115,167953651,Fulica atra,2019-04-25,4,"St. Moritz, Forest Trail",46.4928,9.8578,0.0,data/images/fulica_atra/original/167953651.jpg,1798,785703,151917,data/images/fulica_atra/cropped/167953651.jpg,POINT (785703 151917),1830.38
553,116,166891641,Fulica atra,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/fulica_atra/original/166891641.jpg,434,667922,203856,data/images/fulica_atra/cropped/166891641.jpg,POINT (667922 203856),1086.47
554,117,166658901,Fulica atra,2007-07-17,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/fulica_atra/original/166658901.jpg,434,665988,211495,data/images/fulica_atra/cropped/166658901.jpg,POINT (665988 211495),142.87
555,118,166610961,Fulica atra,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/fulica_atra/original/166610961.jpg,379,559436,142343,data/images/fulica_atra/cropped/166610961.jpg,POINT (559436 142343),292.66
556,119,166553541,Fulica atra,2019-07-01,7,Jardin Anglais,46.2042,6.152,0.0,data/images/fulica_atra/original/166553541.jpg,373,500695,117788,data/images/fulica_atra/cropped/166553541.jpg,POINT (500695 117788),3343.23
557,120,166381401,Fulica atra,2013-05-18,5,Étang de la Gruère,47.2385,7.0464,0.0,data/images/fulica_atra/original/166381401.jpg,998,570301,232028,data/images/fulica_atra/cropped/166381401.jpg,POINT (570301 232028),14379.79
558,121,166275771,Fulica atra,2019-06-29,6,Le Creux de Terre,46.7208,6.5654,0.0,data/images/fulica_atra/original/166275771.jpg,438,533240,174772,data/images/fulica_atra/cropped/166275771.jpg,POINT (533240 174772),4167.18
559,122,165597381,Fulica atra,2019-06-24,6,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/165597381.jpg,408,683281,247925,data/images/fulica_atra/cropped/165597381.jpg,POINT (683281 247925),2782.8
