index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
579,149,147610051,Fulica atra,2018-12-30,12,Jona Stampf,47.2153,8.8448,5.0,data/images/fulica_atra/original/147610051.jpg,406,706514,230328,data/images/fulica_atra/cropped/147610051.jpg,4115.17
580,150,144517391,Fulica atra,2004-09-16,9,Silsersee,46.4173,9.7313,0.0,data/images/fulica_atra/original/144517391.jpg,1797,776241,143236,data/images/fulica_atra/cropped/144517391.jpg,9908.62
581,152,144507771,Fulica atra,2004-09-12,9,Burgäschisee,47.1694,7.6683,0.0,data/images/fulica_atra/original/144507771.jpg,465,617413,224296,data/images/fulica_atra/cropped/144507771.jpg,8194.57
582,153,144507761,Fulica atra,2004-09-12,9,Burgäschisee,47.1694,7.6683,0.0,data/images/fulica_atra/original/144507761.jpg,465,617413,224296,data/images/fulica_atra/cropped/144507761.jpg,8561.66
583,154,144459961,Fulica atra,2019-03-09,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/fulica_atra/original/144459961.jpg,408,683281,247925,data/images/fulica_atra/cropped/144459961.jpg,1424.73
584,155,143847361,Fulica atra,2019-02-24,2,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/fulica_atra/original/143847361.jpg,372,501107,117992,data/images/fulica_atra/cropped/143847361.jpg,3060.29
585,156,143809761,Fulica atra,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/fulica_atra/original/143809761.jpg,372,500366,117982,data/images/fulica_atra/cropped/143809761.jpg,2138.22
586,157,143622201,Fulica atra,2018-09-14,9,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/143622201.jpg,408,683281,247925,data/images/fulica_atra/cropped/143622201.jpg,1858.54
587,159,143512051,Fulica atra,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/fulica_atra/original/143512051.jpg,372,537725,150811,data/images/fulica_atra/cropped/143512051.jpg,620.43
588,160,143512041,Fulica atra,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/fulica_atra/original/143512041.jpg,372,537725,150811,data/images/fulica_atra/cropped/143512041.jpg,551.69
589,161,143094491,Fulica atra,2012-04-29,4,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/fulica_atra/original/143094491.jpg,372,501107,117992,data/images/fulica_atra/cropped/143094491.jpg,469.83
590,162,142455951,Fulica atra,2018-07-22,7,Zürichhorn,47.3532,8.5505,0.0,data/images/fulica_atra/original/142455951.jpg,406,684006,245300,data/images/fulica_atra/cropped/142455951.jpg,1747.82
591,163,141951081,Fulica atra,2019-02-21,2,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/141951081.jpg,408,683281,247925,data/images/fulica_atra/cropped/141951081.jpg,3776.08
592,164,141951051,Fulica atra,2019-02-21,2,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/fulica_atra/original/141951051.jpg,408,683281,247925,data/images/fulica_atra/cropped/141951051.jpg,1595.14
594,167,138666561,Fulica atra,2014-04-25,4,"46.0024x8.9504 - Apr 25, 2014, 4:19 PM",46.0024,8.9504,3.0,data/images/fulica_atra/original/138666561.jpg,271,717109,95666,data/images/fulica_atra/cropped/138666561.jpg,1911.18
595,168,138618421,Fulica atra,2019-02-02,2,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/138618421.jpg,373,558345,137915,data/images/fulica_atra/cropped/138618421.jpg,3527.82
596,169,138618321,Fulica atra,2019-02-02,2,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/138618321.jpg,373,558345,137915,data/images/fulica_atra/cropped/138618321.jpg,576.52
597,170,138618061,Fulica atra,2019-02-02,2,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/138618061.jpg,373,558345,137915,data/images/fulica_atra/cropped/138618061.jpg,4041.5
598,171,138213271,Fulica atra,2012-05-17,5,Naturschutzgebiet Weissenau,46.6735,7.8259,5.0,data/images/fulica_atra/original/138213271.jpg,558,629633,169214,data/images/fulica_atra/cropped/138213271.jpg,1002.49
599,173,136581541,Fulica atra,2014-08-30,8,Frauenwinkel (general area),47.212,8.7873,3.0,data/images/fulica_atra/original/136581541.jpg,406,702165,229885,data/images/fulica_atra/cropped/136581541.jpg,1704.99
600,174,136581531,Fulica atra,2014-08-30,8,Frauenwinkel (general area),47.212,8.7873,5.0,data/images/fulica_atra/original/136581531.jpg,406,702165,229885,data/images/fulica_atra/cropped/136581531.jpg,787.01
601,175,135360471,Fulica atra,2019-01-15,1,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/fulica_atra/original/135360471.jpg,372,500907,118451,data/images/fulica_atra/cropped/135360471.jpg,1096.46
602,178,127042781,Fulica atra,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/fulica_atra/original/127042781.jpg,383,672775,252868,data/images/fulica_atra/cropped/127042781.jpg,4780.9
603,179,125530451,Fulica atra,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/125530451.jpg,396,754797,260774,data/images/fulica_atra/cropped/125530451.jpg,1113.04
604,180,125526491,Fulica atra,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.777777777777779,data/images/fulica_atra/original/125526491.jpg,396,731552,279384,data/images/fulica_atra/cropped/125526491.jpg,1723.27
605,181,118276651,Fulica atra,2018-10-09,10,Lac Léman (CH) (general area) (open water),46.4809,6.5832,3.0,data/images/fulica_atra/original/118276651.jpg,372,534310,148090,data/images/fulica_atra/cropped/118276651.jpg,986.39
606,183,118276631,Fulica atra,2018-10-09,10,Lac Léman (CH) (general area) (open water),46.4809,6.5832,3.0,data/images/fulica_atra/original/118276631.jpg,372,534310,148090,data/images/fulica_atra/cropped/118276631.jpg,252.86
607,184,118276621,Fulica atra,2018-10-09,10,Lac Léman (CH) (general area) (open water),46.4809,6.5832,3.0,data/images/fulica_atra/original/118276621.jpg,372,534310,148090,data/images/fulica_atra/cropped/118276621.jpg,210.9
609,188,114828551,Fulica atra,2018-09-04,9,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.0,data/images/fulica_atra/original/114828551.jpg,435,666157,211374,data/images/fulica_atra/cropped/114828551.jpg,549.48
610,190,112470111,Fulica atra,2018-08-26,8,Cudrefin Camping,46.9641,7.0278,4.0,data/images/fulica_atra/original/112470111.jpg,430,568733,201529,data/images/fulica_atra/cropped/112470111.jpg,1933.96
611,191,111627461,Fulica atra,2018-08-12,8,Port et Débarcadère de Vevey,46.4589,6.8413,3.0,data/images/fulica_atra/original/111627461.jpg,372,554110,145461,data/images/fulica_atra/cropped/111627461.jpg,567.47
612,192,110711951,Fulica atra,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.666666666666667,data/images/fulica_atra/original/110711951.jpg,1791,780757,146784,data/images/fulica_atra/cropped/110711951.jpg,1018.21
613,193,110711941,Fulica atra,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.25,data/images/fulica_atra/original/110711941.jpg,1791,780757,146784,data/images/fulica_atra/cropped/110711941.jpg,909.66
614,194,109703781,Fulica atra,2018-07-08,7,Pfäffikersee--Seepromenade Pfäffikon,47.364,8.7812,3.0,data/images/fulica_atra/original/109703781.jpg,537,701414,246773,data/images/fulica_atra/cropped/109703781.jpg,1403.84
615,195,107794091,Fulica atra,2018-07-08,7,Naturschutzgebiet Weissenau,46.6735,7.8259,3.0,data/images/fulica_atra/original/107794091.jpg,558,629633,169214,data/images/fulica_atra/cropped/107794091.jpg,1020.35
616,196,107773821,Fulica atra,2018-07-07,7,Naturschutzgebiet Weissenau,46.6735,7.8259,3.0,data/images/fulica_atra/original/107773821.jpg,558,629633,169214,data/images/fulica_atra/cropped/107773821.jpg,5255.33
617,197,107687631,Fulica atra,2018-07-15,7,Rapperswil--Holzbrücke,47.2206,8.8121,4.0,data/images/fulica_atra/original/107687631.jpg,406,704027,230873,data/images/fulica_atra/cropped/107687631.jpg,737.47
618,198,107671021,Fulica atra,2018-06-30,6,Les Grangettes (general area),46.3913,6.8971,3.0,data/images/fulica_atra/original/107671021.jpg,373,558345,137915,data/images/fulica_atra/cropped/107671021.jpg,1678.15
619,202,103600801,Fulica atra,2018-06-07,6,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.0,data/images/fulica_atra/original/103600801.jpg,435,666157,211374,data/images/fulica_atra/cropped/103600801.jpg,1501.36
620,203,103142941,Fulica atra,2012-12-28,12,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/fulica_atra/original/103142941.jpg,408,683281,247925,data/images/fulica_atra/cropped/103142941.jpg,2344.76
621,205,93215481,Fulica atra,2015-06-20,6,Lake Lucerne,47.05,8.3147,3.0,data/images/fulica_atra/original/93215481.jpg,434,666567,211368,data/images/fulica_atra/cropped/93215481.jpg,439.63
622,207,92542901,Fulica atra,2017-09-20,9,Jardin Anglais,46.2042,6.152,3.0,data/images/fulica_atra/original/92542901.jpg,373,500695,117788,data/images/fulica_atra/cropped/92542901.jpg,754.81
623,208,91990071,Fulica atra,2018-03-14,3,domaine des iles,46.2128,7.3238,4.0,data/images/fulica_atra/original/91990071.jpg,481,591137,117934,data/images/fulica_atra/cropped/91990071.jpg,660.29
624,209,90889791,Fulica atra,2011-09-18,9,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/fulica_atra/original/90889791.jpg,434,665988,211495,data/images/fulica_atra/cropped/90889791.jpg,289.18
625,211,89744781,Fulica atra,2018-03-14,3,Jona Stampf,47.2148,8.8441,3.0,data/images/fulica_atra/original/89744781.jpg,406,706462,230271,data/images/fulica_atra/cropped/89744781.jpg,240.91
626,214,88348311,Fulica atra,2018-03-04,3,Founex,46.331,6.1921,3.0,data/images/fulica_atra/original/88348311.jpg,400,504014,131832,data/images/fulica_atra/cropped/88348311.jpg,2540.73
627,216,85200041,Fulica atra,2010-08-19,8,Île Rousseau,46.2059,6.1477,3.0,data/images/fulica_atra/original/85200041.jpg,372,500366,117982,data/images/fulica_atra/cropped/85200041.jpg,2280.86
628,219,84360401,Fulica atra,2018-01-26,1,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/fulica_atra/original/84360401.jpg,434,665988,211495,data/images/fulica_atra/cropped/84360401.jpg,2063.34
629,220,82577211,Fulica atra,2009-08-23,8,Geneva,46.2057,6.1487,3.0,data/images/fulica_atra/original/82577211.jpg,372,500443,117959,data/images/fulica_atra/cropped/82577211.jpg,945.82
630,223,74993081,Fulica atra,2016-09-26,9,Port et bord du lac de Rolle,46.4548,6.3377,4.0,data/images/fulica_atra/original/74993081.jpg,372,515418,145424,data/images/fulica_atra/cropped/74993081.jpg,2308.2
631,224,74993031,Fulica atra,2016-09-26,9,Port et bord du lac de Rolle,46.4548,6.3377,3.0,data/images/fulica_atra/original/74993031.jpg,372,515418,145424,data/images/fulica_atra/cropped/74993031.jpg,3243.92
632,225,74116651,Fulica atra,2017-11-01,11,Stille Reuss,47.3148,8.3678,3.0,data/images/fulica_atra/original/74116651.jpg,380,670254,240852,data/images/fulica_atra/cropped/74116651.jpg,1709.57
633,227,73009891,Fulica atra,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,4.666666666666667,data/images/fulica_atra/original/73009891.jpg,372,500907,118451,data/images/fulica_atra/cropped/73009891.jpg,848.49
634,228,71121041,Fulica atra,2017-09-24,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/fulica_atra/original/71121041.jpg,435,693575,245166,data/images/fulica_atra/cropped/71121041.jpg,598.53
635,229,71121031,Fulica atra,2017-09-24,9,Greifensee (general area),47.3507,8.6771,4.0,data/images/fulica_atra/original/71121031.jpg,435,693575,245166,data/images/fulica_atra/cropped/71121031.jpg,732.4
636,230,71121021,Fulica atra,2017-09-24,9,Greifensee (general area),47.3507,8.6771,4.0,data/images/fulica_atra/original/71121021.jpg,435,693575,245166,data/images/fulica_atra/cropped/71121021.jpg,522.98
637,232,68530881,Fulica atra,2016-09-26,9,Port de Coppet,46.3149,6.1931,4.0,data/images/fulica_atra/original/68530881.jpg,372,504062,130041,data/images/fulica_atra/cropped/68530881.jpg,2878.32
638,233,67122361,Fulica atra,2013-05-18,5,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/fulica_atra/original/67122361.jpg,429,561135,195360,data/images/fulica_atra/cropped/67122361.jpg,3719.27
639,234,67122351,Fulica atra,2013-05-18,5,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/fulica_atra/original/67122351.jpg,429,561135,195360,data/images/fulica_atra/cropped/67122351.jpg,2825.79
640,235,66949741,Fulica atra,2015-02-25,2,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/fulica_atra/original/66949741.jpg,429,561135,195360,data/images/fulica_atra/cropped/66949741.jpg,336.62
641,236,66822381,Fulica atra,2015-10-30,10,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/fulica_atra/original/66822381.jpg,429,561135,195360,data/images/fulica_atra/cropped/66822381.jpg,1676.57
642,237,66822371,Fulica atra,2015-10-30,10,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/fulica_atra/original/66822371.jpg,429,561135,195360,data/images/fulica_atra/cropped/66822371.jpg,3160.18
643,240,65683311,Fulica atra,2017-08-02,8,Interlaken,46.6879,7.8555,3.0,data/images/fulica_atra/original/65683311.jpg,566,631889,170827,data/images/fulica_atra/cropped/65683311.jpg,690.73
644,242,61602781,Fulica atra,2017-06-21,6,Le Creux de Terre,46.7208,6.5654,4.0,data/images/fulica_atra/original/61602781.jpg,438,533240,174772,data/images/fulica_atra/cropped/61602781.jpg,1326.86
645,243,61602771,Fulica atra,2017-06-21,6,Le Creux de Terre,46.7208,6.5654,4.0,data/images/fulica_atra/original/61602771.jpg,438,533240,174772,data/images/fulica_atra/cropped/61602771.jpg,1256.09
646,244,61602751,Fulica atra,2017-06-21,6,Le Creux de Terre,46.7208,6.5654,4.0,data/images/fulica_atra/original/61602751.jpg,438,533240,174772,data/images/fulica_atra/cropped/61602751.jpg,915.79
647,245,61602741,Fulica atra,2017-06-21,6,Le Creux de Terre,46.7208,6.5654,3.5,data/images/fulica_atra/original/61602741.jpg,438,533240,174772,data/images/fulica_atra/cropped/61602741.jpg,4221.82
648,246,61602731,Fulica atra,2017-06-21,6,Le Creux de Terre,46.7208,6.5654,3.0,data/images/fulica_atra/original/61602731.jpg,438,533240,174772,data/images/fulica_atra/cropped/61602731.jpg,4362.27
649,247,61223701,Fulica atra,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,3.0,data/images/fulica_atra/original/61223701.jpg,372,501302,118545,data/images/fulica_atra/cropped/61223701.jpg,787.73
650,248,61098451,Fulica atra,2017-05-22,5,CH-Appenzell Inner Rhodes-Schwende-9057 - 47.2730x9.4009,47.273,9.4009,3.0,data/images/fulica_atra/original/61098451.jpg,1359,748469,237645,data/images/fulica_atra/cropped/61098451.jpg,14618.16
651,249,61032301,Fulica atra,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/fulica_atra/original/61032301.jpg,396,731552,279384,data/images/fulica_atra/cropped/61032301.jpg,6999.39
652,251,61031611,Fulica atra,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.5,data/images/fulica_atra/original/61031611.jpg,396,731552,279384,data/images/fulica_atra/cropped/61031611.jpg,1104.94
653,252,61031551,Fulica atra,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,5.0,data/images/fulica_atra/original/61031551.jpg,396,731552,279384,data/images/fulica_atra/cropped/61031551.jpg,768.76
654,253,61026891,Fulica atra,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/61026891.jpg,396,754797,260774,data/images/fulica_atra/cropped/61026891.jpg,727.64
655,254,61026741,Fulica atra,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/61026741.jpg,396,754797,260774,data/images/fulica_atra/cropped/61026741.jpg,970.01
656,255,61026621,Fulica atra,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/fulica_atra/original/61026621.jpg,396,754797,260774,data/images/fulica_atra/cropped/61026621.jpg,1074.12
657,256,60894111,Fulica atra,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/fulica_atra/original/60894111.jpg,372,499993,117810,data/images/fulica_atra/cropped/60894111.jpg,8713.58
658,257,60894101,Fulica atra,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,3.5,data/images/fulica_atra/original/60894101.jpg,372,499993,117810,data/images/fulica_atra/cropped/60894101.jpg,2687.45
659,258,60894091,Fulica atra,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/fulica_atra/original/60894091.jpg,372,499993,117810,data/images/fulica_atra/cropped/60894091.jpg,3059.9
660,259,60894081,Fulica atra,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/fulica_atra/original/60894081.jpg,372,499993,117810,data/images/fulica_atra/cropped/60894081.jpg,1053.68
661,261,60661911,Fulica atra,2017-05-31,5,Neeracherried,47.5005,8.4801,3.0,data/images/fulica_atra/original/60661911.jpg,409,678470,261603,data/images/fulica_atra/cropped/60661911.jpg,1722.34
662,262,60094631,Fulica atra,2015-05-13,5,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/fulica_atra/original/60094631.jpg,434,665988,211495,data/images/fulica_atra/cropped/60094631.jpg,832.17
663,264,59177111,Fulica atra,2017-05-21,5,Arosa--Obersee,46.7843,9.6815,3.0,data/images/fulica_atra/original/59177111.jpg,1734,771247,183906,data/images/fulica_atra/cropped/59177111.jpg,2855.1
664,265,57875081,Fulica atra,2017-05-13,5,Marais de Sionnet,46.2324,6.2365,4.333333333333333,data/images/fulica_atra/original/57875081.jpg,428,507264,120819,data/images/fulica_atra/cropped/57875081.jpg,2998.15
665,267,55877931,Fulica atra,2013-07-05,7,Ville de Montreux,46.4312,6.9109,3.0,data/images/fulica_atra/original/55877931.jpg,379,559436,142343,data/images/fulica_atra/cropped/55877931.jpg,2872.1
666,271,54319591,Fulica atra,2016-07-05,7,Wyerstrasse,46.8944,8.6071,3.0,data/images/fulica_atra/original/54319591.jpg,434,689041,194361,data/images/fulica_atra/cropped/54319591.jpg,277.34
668,274,54312681,Fulica atra,2016-06-26,6,Sanersee,46.8536,8.1887,3.0,data/images/fulica_atra/original/54312681.jpg,470,657202,189436,data/images/fulica_atra/cropped/54312681.jpg,1198.57
669,275,54145111,Fulica atra,2017-04-11,4,Port de Céligny,46.348,6.2087,3.0,data/images/fulica_atra/original/54145111.jpg,372,505322,133701,data/images/fulica_atra/cropped/54145111.jpg,186.09
670,277,51007901,Fulica atra,2017-03-11,3,Flachsee,47.3281,8.3685,3.0,data/images/fulica_atra/original/51007901.jpg,379,670289,242331,data/images/fulica_atra/cropped/51007901.jpg,2704.15
671,278,51007891,Fulica atra,2017-03-11,3,Flachsee,47.3281,8.3685,4.0,data/images/fulica_atra/original/51007891.jpg,379,670289,242331,data/images/fulica_atra/cropped/51007891.jpg,4140.3
672,279,51007881,Fulica atra,2017-03-11,3,Flachsee,47.3281,8.3685,4.0,data/images/fulica_atra/original/51007881.jpg,379,670289,242331,data/images/fulica_atra/cropped/51007881.jpg,3854.64
673,280,51007861,Fulica atra,2017-03-11,3,Flachsee,47.3281,8.3685,3.5,data/images/fulica_atra/original/51007861.jpg,379,670289,242331,data/images/fulica_atra/cropped/51007861.jpg,5066.49
674,282,44932111,Fulica atra,2017-01-02,1,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/fulica_atra/original/44932111.jpg,406,704027,230873,data/images/fulica_atra/cropped/44932111.jpg,918.23
675,284,43637951,Fulica atra,2016-12-27,12,Frauenwinkel (general area),47.212,8.7873,3.0,data/images/fulica_atra/original/43637951.jpg,406,702165,229885,data/images/fulica_atra/cropped/43637951.jpg,1144.61
